"sensor_id","time","value","upper_limit","lower_limit","outlier_status"
"7","2024-10-24 18:03:24.373432","0.0041870117187500005","0.015067419009882344","0.00002485479781069895",False
"7","2024-10-24 18:03:24.093041","0.00299072265625","0.015066881383131399","0.00002570286540865517",False
"7","2024-10-24 18:03:23.813442","0.006579589843750001","0.015065671465052652","0.00002733381578574022",False
"7","2024-10-24 18:03:23.532844","0.0071777343750000005","0.015065818060653597","0.000027276587789275275",False
"7","2024-10-24 18:03:23.253049","0.010467529296875","0.015065998404286213","0.00002713033353176058",False
"7","2024-10-24 18:03:22.97424","0.0071777343750000005","0.015065381611490597","0.000027477129107062424",False
"7","2024-10-24 18:03:22.693631","0.011663818359375001","0.015065561965223467","0.000027330856996977612",False
"7","2024-10-24 18:03:22.413081","-0.017047119140625","0.015064242635138007","0.000028269565686712787",True
"7","2024-10-24 18:03:22.133864","-0.046655273437500006","0.01501892302409195","0.0000758627623148175",True
"7","2024-10-24 18:03:21.855233","-0.021234130859375002","0.014790823272465035","0.0003089736234809298",True
"7","2024-10-24 18:03:21.57555","-0.0017944335937500001","0.01472589664351449","0.00037656149774465287",True
"7","2024-10-24 18:03:21.295986","-0.014654541015625001","0.014719456117162667","0.0003838661230899905",True
"7","2024-10-24 18:03:21.015974","0.006579589843750001","0.01468077938352723","0.00042459613477774036",False
"7","2024-10-24 18:03:20.737044","0.006280517578125","0.014680912376886134","0.00042455312227004504",False
"7","2024-10-24 18:03:20.45883","0.011663818359375001","0.014681004752964022","0.0004245783913901834",False
"7","2024-10-24 18:03:20.178001","0.00897216796875","0.014679608942036326","0.0004255940269086971",False
"7","2024-10-24 18:03:19.8972","0.006280517578125","0.014679544639132484","0.000425527046497615",False
"7","2024-10-24 18:03:19.617224","-0.00059814453125","0.014679637010918761","0.0004255523180190547",True
"7","2024-10-24 18:03:19.337486","-0.02093505859375","0.01467478818564235","0.00043115500374641975",True
"7","2024-10-24 18:03:19.057602","0.005084228515625001","0.014610085160407089","0.00049849300379447",False
"7","2024-10-24 18:03:18.777613","0.007476806640625001","0.01460986262975399","0.0004989440110516269",False
"7","2024-10-24 18:03:18.497335","0.0071777343750000005","0.014610028885597507","0.0004987849331073522",False
"7","2024-10-24 18:03:18.217795","0.005084228515625001","0.014610197852895242","0.0004986508106324056",False
"7","2024-10-24 18:03:17.93763","0.006579589843750001","0.014609975240734615","0.0004991019436141764",False
"7","2024-10-24 18:03:17.657796","0.007476806640625001","0.01461010562044394","0.0004990617617722237",False
"7","2024-10-24 18:03:17.377846","0.00897216796875","0.01461027191455082","0.0004989026635806391",False
"7","2024-10-24 18:03:17.099141","0.006579589843750001","0.0146102048328652","0.0004988385849517066",False
"7","2024-10-24 18:03:16.818939","0.0071777343750000005","0.014610335241010082","0.000498798385630805",False
"7","2024-10-24 18:03:16.53788","0.006878662109375","0.014610504256363455","0.0004986642395694027",False
"7","2024-10-24 18:03:16.257928","0.008374023437500001","0.014610661312098924","0.0004985697315726635",False
"7","2024-10-24 18:03:15.977581","0.0071777343750000005","0.014610731601035754","0.0004984236136597398",False
"7","2024-10-24 18:03:15.698583","0.008074951171875","0.014610900649240421","0.0004982894405864725",False
"7","2024-10-24 18:03:15.418587","0.00777587890625","0.01461101763598196","0.00049812429501782",False
"7","2024-10-24 18:03:15.138959","0.008374023437500001","0.014611166653190712","0.000497954794867631",False
"7","2024-10-24 18:03:14.859984","0.008074951171875","0.014611236962571054","0.0004978086374020007",False
"7","2024-10-24 18:03:14.57844","0.006280517578125","0.014611353966786624","0.0004976434609855812",False
"7","2024-10-24 18:03:14.298559","0.006878662109375","0.014611443171669333","0.000497672184561238",False
"7","2024-10-24 18:03:14.01998","0.008074951171875","0.014611600314743442","0.0004975776099267254",False
"7","2024-10-24 18:03:13.739559","0.006878662109375","0.014611717351728028","0.0004974124001769532",False
"7","2024-10-24 18:03:13.459156","0.006579589843750001","0.014611874516481866","0.0004973178103216559",False
"7","2024-10-24 18:03:13.18165","0.00777587890625","0.014612005049189363","0.000497277547618755",False
"7","2024-10-24 18:03:12.906717","0.008074951171875","0.014612154149144043","0.0004971079636487208",False
"7","2024-10-24 18:03:12.626168","0.0056823730468750005","0.014612271226798458","0.0004969427082058353",False
"7","2024-10-24 18:03:12.346578","0.008673095703125001","0.01461223384101639","0.0004971534570066185",False
"7","2024-10-24 18:03:12.066656","0.008074951171875","0.014612242863041587","0.0004970408696462871",False
"7","2024-10-24 18:03:11.788341","0.006280517578125","0.014612359960430438","0.0004968755887777383",False
"7","2024-10-24 18:03:11.507247","0.009271240234375","0.014612449224512918","0.0004969043187864307",False
"7","2024-10-24 18:03:11.226604","0.00777587890625","0.014612291473859852","0.000496903091577702",False
"7","2024-10-24 18:03:10.945686","0.00777587890625","0.01461244062634992","0.0004967334443554353",False
"7","2024-10-24 18:03:10.664855","0.008074951171875","0.014612589788682457","0.0004965637853924267",False
"7","2024-10-24 18:03:10.384712","0.00897216796875","0.014612706915454216","0.0004963984579551585",False
"7","2024-10-24 18:03:10.107006","0.006579589843750001","0.014612639861323683","0.0004963341966966817",False
"7","2024-10-24 18:03:09.826206","0.006280517578125","0.014612770508896925","0.0004962938591915513",False
"7","2024-10-24 18:03:09.546335","0.00777587890625","0.01461285983669913","0.0004963225558097372",False
"7","2024-10-24 18:03:09.265505","0.006579589843750001","0.014613009043771635","0.0004961528477450136",False
"7","2024-10-24 18:03:08.985601","0.008074951171875","0.014613139708244207","0.0004961125145924051",False
"7","2024-10-24 18:03:08.705773","0.008074951171875","0.014613256887238916","0.0004959471261044646",False
"7","2024-10-24 18:03:08.425969","0.00777587890625","0.014613374072204702","0.0004957817271784995",False
"7","2024-10-24 18:03:08.14555","0.0071777343750000005","0.01461352331834997","0.0004956119750096459",False
"7","2024-10-24 18:03:07.864829","0.007476806640625001","0.014613692655545789","0.0004954775572663305",False
"7","2024-10-24 18:03:07.584943","0.007476806640625001","0.014613859302700838","0.0004953181178275045",False
"7","2024-10-24 18:03:07.305452","0.008673095703125001","0.014614025961487625","0.0004951586674249104",False
"7","2024-10-24 18:03:07.02689","0.0071777343750000005","0.014614035039144716","0.0004950459286567292",False
"7","2024-10-24 18:03:06.746995","0.0071777343750000005","0.014614204421526111","0.0004949114696831741",False
"7","2024-10-24 18:03:06.467149","0.0059814453125","0.014614373815257504","0.0004947770025965697",False
"7","2024-10-24 18:03:06.187812","0.006878662109375","0.014614407234172108","0.0004948893991425412",False
"7","2024-10-24 18:03:05.909663","0.007476806640625001","0.01461456466445443","0.0004947946297989714",False
"7","2024-10-24 18:03:05.63042","0.00777587890625","0.014614731386924037","0.0004946351261480445",False
"7","2024-10-24 18:03:05.351587","0.006579589843750001","0.01461488074068465","0.0004944652666258953",False
"7","2024-10-24 18:03:05.072694","0.008374023437500001","0.014615011540401476","0.0004944248653849324",False
"7","2024-10-24 18:03:04.792708","0.007476806640625001","0.014615082109858589","0.0004942783358652739",False
"7","2024-10-24 18:03:04.513332","0.0071777343750000005","0.014615248875280174","0.0004941187906543649",False
"7","2024-10-24 18:03:04.234726","0.008374023437500001","0.014615418352693069","0.0004939842645124912",False
